CompanyID,CompanyName,Idea,Sector,SubSector,BusinessModel,FundingStage,FundingRaisedUSD_millions,MonthlyRevenueUSD_thousands,MonthlyBurnUSD_thousands,MonthlyGrowthPercent,TeamSize,FoundersAvgExperienceYears,MarketSizeUSD_billions,TAMGrowthPercent,ProductDifferentiationScore,CompetitiveMoatScore,RegulatoryRiskScore,LocationCountry,RiskScore
442,SparkFoods,D2C solution in the E-commerce space,E-commerce,D2C,B2C Subscription,Series B,22.28,580.89,663.04,7.55,117,4.6,45.06,6.77,6,10,9,Netherlands,57.26
443,SigmaFoods,Wind solution in the CleanTech space,CleanTech,Wind,B2C Subscription,Series C,69.06,996.64,1139.11,6.07,250,6.2,73.22,10.93,2,3,3,Israel,62.52
444,BetaFinance,Biotech solution in the HealthTech space,HealthTech,Biotech,Marketplace,Series A,21.86,280.18,327.77,-2.21,54,4.2,62.21,12.55,3,3,10,Canada,74.5
445,PioneerDynamics,InsurTech solution in the FinTech space,FinTech,InsurTech,B2B SaaS,Pre-Seed,5.09,0,46.6,30.97,10,5.9,114.72,10.21,6,10,1,Netherlands,36.88
446,CoreCloud,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,Marketplace,Pre-Seed,8.62,17.31,22.14,19.53,6,0.8,185.69,13.28,6,9,4,UK,48.09
447,OrbitSolutions,Precision Farming solution in the Agritech space,Agritech,Precision Farming,Hardware,Seed,4.56,115.9,171.55,25.82,24,6.1,116.32,10.4,7,2,6,Germany,58.01
448,NovaEnergy,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,Marketplace,Pre-Seed,10.55,135.92,38.49,20.97,7,3.4,22.65,3.89,10,9,8,Israel,47.85
449,QuantumFoods,Payments solution in the FinTech space,FinTech,Payments,B2C Subscription,Series B,58.15,652.7,734.76,14.19,125,6.9,16.91,3.46,10,10,4,USA,38.87
450,DeltaLogistics,Autonomous Systems solution in the AI/ML space,AI/ML,Autonomous Systems,Marketplace,Seed,17.93,79.69,64.79,25.76,21,3.7,142.65,3.46,5,1,9,Singapore,68.65
451,NimbusHealth,Supply Chain solution in the Agritech space,Agritech,Supply Chain,Marketplace,Series B,26.52,647.35,706.96,27.22,113,7.5,194.94,14.68,4,6,9,India,61.44
452,FusionCloud,Digital Pharmacy solution in the HealthTech space,HealthTech,Digital Pharmacy,B2B SaaS,Series A,30.24,366.52,505.88,18.52,49,4.3,73.73,12.74,4,4,7,India,66.1
453,GammaDynamics,Carbon Capture solution in the CleanTech space,CleanTech,Carbon Capture,B2B SaaS,Seed,5.48,192.42,225.69,13.65,20,1.2,106.01,2.86,6,1,2,India,57.23
454,OmicronCloud,Lending solution in the FinTech space,FinTech,Lending,B2B SaaS,Series A,46.19,296.59,367.41,-6.91,54,5.3,143.63,5.49,4,5,7,Australia,64.34
455,VertexBiotech,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,B2B SaaS,Seed,4.02,81.27,81.42,21.09,21,3.7,92.94,3,2,9,1,Netherlands,45.62
456,GammaEnergy,Telemedicine solution in the HealthTech space,HealthTech,Telemedicine,Hybrid,Pre-Seed,16.02,99.79,146.21,15.34,9,1,169.06,7.69,5,10,2,Canada,45.61
457,ApexTech,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,Hardware,Pre-Seed,11.91,0,10.02,16.81,4,6.3,5.46,2.64,4,3,7,Israel,62.39
458,SigmaEnergy,D2C solution in the E-commerce space,E-commerce,D2C,B2B SaaS,Series A,25.46,363.38,450.49,3.43,52,3.3,7.27,11.56,9,3,2,USA,50.8
459,FusionCloud,WealthTech solution in the FinTech space,FinTech,WealthTech,B2B SaaS,Seed,19.12,192.47,273.12,31.63,16,5.7,192.62,10.17,6,4,7,Israel,58.98
460,ZetaAnalytics,Workforce Upskilling solution in the EdTech space,EdTech,Workforce Upskilling,Hybrid,Series B,76.26,616.16,803.58,27.95,127,7.1,13.13,11.72,4,2,3,Netherlands,59.5
461,FusionLabs,WealthTech solution in the FinTech space,FinTech,WealthTech,Marketplace,Series A,13.89,337.83,335.67,25.54,67,3.6,143.02,4.29,5,2,4,Netherlands,57.25
462,QuantumDynamics,Micro-mobility solution in the Mobility space,Mobility,Micro-mobility,Freemium SaaS,Series A,25.25,298.3,278.22,19.21,50,4.8,31.03,10.4,2,5,10,India,68.98
463,NimbusFoods,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,Marketplace,Series A,12.54,277.07,375.32,31.77,56,1.7,196.85,5.8,5,10,3,Netherlands,47
464,NovaFinance,Game Engines solution in the Gaming space,Gaming,Game Engines,B2C Subscription,Pre-Seed,2.84,2.06,0,4.16,11,4.8,39.28,5.95,4,4,7,Canada,62.98
465,NovaGaming,NLP solution in the AI/ML space,AI/ML,NLP,Hardware,Seed,6.41,54.36,44.36,23.44,14,3,131.85,8.98,5,8,9,India,58.91
466,OmicronDynamics,K-12 solution in the EdTech space,EdTech,K-12,Hybrid,Pre-Seed,17.45,109.01,188.03,6.12,12,5.5,160.11,3.39,2,2,1,Israel,58.63
467,CoreNetworks,WealthTech solution in the FinTech space,FinTech,WealthTech,B2B SaaS,Series A,22.24,304.35,441.4,1.34,48,8.1,187.36,14.23,9,9,8,UK,51.9
468,LambdaComms,Autonomous Systems solution in the AI/ML space,AI/ML,Autonomous Systems,Freemium SaaS,Series B,29.41,606.61,722.2,6.14,99,7.7,182.62,10.23,3,8,9,Israel,63.58
469,QuantumEdu,Biotech solution in the HealthTech space,HealthTech,Biotech,B2B SaaS,Series A,9.33,343.65,484.87,0.74,41,7.4,82.23,9.75,10,3,9,UK,62.11
470,ZetaComms,Ride-sharing solution in the Mobility space,Mobility,Ride-sharing,Hybrid,Series A,7.59,287.79,367.06,8.14,62,4.3,159.43,3.76,3,8,6,USA,58.84
471,LambdaLabs,Carbon Capture solution in the CleanTech space,CleanTech,Carbon Capture,Marketplace,Seed,4.93,57.53,54.8,15.01,25,3.5,196.31,10.19,1,4,9,Singapore,71.37
472,PioneerHealth,OT Security solution in the Cybersecurity space,Cybersecurity,OT Security,B2B SaaS,Series C,32.13,940.66,1113.87,11.61,217,5.7,116.99,14.07,6,2,9,Canada,70.76
473,ApexLogistics,D2C solution in the E-commerce space,E-commerce,D2C,Marketplace,Series A,53.64,299.42,448.11,10.39,55,8.7,16,6.7,2,9,5,Australia,55.4
474,QuantumEnergy,Carbon Capture solution in the CleanTech space,CleanTech,Carbon Capture,Hardware,Series A,6.67,307.14,369.07,28.45,49,5.8,119.89,13.53,10,1,9,UK,61.16
475,LambdaLabs,Ride-sharing solution in the Mobility space,Mobility,Ride-sharing,Hybrid,Series A,80.15,226.15,213.19,33.32,41,4.5,147.74,6.16,4,3,3,UK,53.79
476,LambdaFinance,Vision solution in the AI/ML space,AI/ML,Vision,Marketplace,Series A,11.75,237.33,285.92,12.34,56,8.1,3.71,2.26,8,8,8,Germany,51.15
477,VertexTech,Esports solution in the Gaming space,Gaming,Esports,B2C Subscription,Pre-Seed,2.9,163.7,184.46,20.09,10,0.9,173.67,10.7,10,10,3,UK,38.94
478,CoreDynamics,Precision Farming solution in the Agritech space,Agritech,Precision Farming,B2B SaaS,Pre-Seed,4.8,16.04,0,25.23,12,1.6,50.67,13.89,3,9,7,Netherlands,57.28
479,SigmaLabs,Mobile Games solution in the Gaming space,Gaming,Mobile Games,B2C Subscription,Seed,9.91,93.32,222.76,25.57,21,2.4,125.34,7.81,8,8,3,Germany,46.53
480,CoreSolutions,Identity solution in the Cybersecurity space,Cybersecurity,Identity,Hybrid,Series A,16.47,265.43,352.89,11.77,63,3.7,84.95,8.72,5,3,6,Brazil,63.67
481,LambdaLogistics,Mobile Games solution in the Gaming space,Gaming,Mobile Games,Hardware,Pre-Seed,2.75,97.88,71.28,22.03,10,6.9,137.58,4.76,1,4,9,Israel,68.12
482,SparkSystems,Identity solution in the Cybersecurity space,Cybersecurity,Identity,B2C Subscription,Seed,4.22,60.19,24.72,5.56,32,3,69.02,2.09,10,10,1,Israel,34.19
483,GammaGaming,Precision Farming solution in the Agritech space,Agritech,Precision Farming,Freemium SaaS,Pre-Seed,15.82,76.34,82.06,18.02,10,3.8,179.71,13.8,10,9,1,Australia,34.02
484,QuantumHealth,Supply Chain solution in the Agritech space,Agritech,Supply Chain,Freemium SaaS,Seed,25.66,124.5,176.78,25.66,25,2.9,190.55,2.65,4,8,7,Singapore,57.83
485,VertexDynamics,Mobile Games solution in the Gaming space,Gaming,Mobile Games,Marketplace,Seed,8.18,41.12,143,29.78,9,4.1,186.59,10.66,4,2,5,Netherlands,63
486,OmicronNetworks,Supply Chain solution in the Agritech space,Agritech,Supply Chain,B2B SaaS,Series A,16.14,198.35,343.64,7.1,54,6,153.5,8.31,1,10,9,India,65.65
487,ApexNetworks,Precision Farming solution in the Agritech space,Agritech,Precision Farming,Freemium SaaS,Series B,75.59,551.91,669.03,13.81,124,6,16.43,10.15,7,6,2,UK,47.13
488,OmicronCloud,Cloud Security solution in the Cybersecurity space,Cybersecurity,Cloud Security,Hardware,Series A,31.35,338.42,374.88,-16,56,6.3,110.29,9.1,10,5,7,Germany,54.47
489,ZetaEnergy,OT Security solution in the Cybersecurity space,Cybersecurity,OT Security,Hybrid,Series A,17.6,258.67,339.64,11.3,41,6.5,72.5,12.26,5,5,10,Singapore,66.42
490,DeltaAnalytics,Identity solution in the Cybersecurity space,Cybersecurity,Identity,Hardware,Series A,10.49,333.06,336.43,22.81,59,4.1,173.59,9.72,3,2,4,Israel,60.25
491,FusionMobility,Cloud Security solution in the Cybersecurity space,Cybersecurity,Cloud Security,Freemium SaaS,Series A,17.12,248.54,323.09,6.59,56,8.7,187.36,8.68,1,3,7,USA,68.05
492,NimbusMobility,Digital Pharmacy solution in the HealthTech space,HealthTech,Digital Pharmacy,Hardware,Pre-Seed,7.55,52.52,94.8,30.79,11,3.3,68.14,3.39,5,4,6,India,59.21
493,ApexLogistics,Mobile Games solution in the Gaming space,Gaming,Mobile Games,Hybrid,Series A,9.9,273.97,234.17,11.14,51,4.5,193.17,6.91,5,10,1,UK,40.01
494,AlphaNetworks,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,Freemium SaaS,Series B,10.64,556.98,627.83,30.83,110,5.5,6.19,7.45,9,5,4,USA,46.92
495,SparkSolutions,Esports solution in the Gaming space,Gaming,Esports,Freemium SaaS,Pre-Seed,4.3,107.77,59.88,23,9,3.9,18.22,4.55,4,1,3,India,58.28
496,QuantumLogistics,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,Hardware,Series A,6.94,334.01,390.87,-2.08,54,6.7,197.85,5.45,9,1,2,India,50.89
497,FusionComms,Ag Robotics solution in the Agritech space,Agritech,Ag Robotics,Marketplace,Seed,5.46,107.27,131.25,34.9,17,2.3,151.75,9.02,5,4,10,Germany,67
498,CoreTech,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,Marketplace,Pre-Seed,2.32,40.08,4,21.87,9,5.2,189.35,9.54,9,2,9,India,60.41
499,NovaSystems,Ag Robotics solution in the Agritech space,Agritech,Ag Robotics,Hybrid,Series C,32.81,1002.85,1169.56,19.16,268,3.9,75.72,5.31,9,10,5,Brazil,46.66
500,LambdaBiotech,OT Security solution in the Cybersecurity space,Cybersecurity,OT Security,Hardware,Series A,10.35,171.32,190.23,9.66,58,6.3,106.35,9.3,10,1,8,India,59.38
501,ApexAnalytics,Marketplace solution in the E-commerce space,E-commerce,Marketplace,Freemium SaaS,Series A,13.98,275.33,373.83,-1.83,43,7.2,60.85,3.76,6,7,6,Israel,55.24
502,OmicronAnalytics,Precision Farming solution in the Agritech space,Agritech,Precision Farming,Marketplace,Pre-Seed,12.07,72.26,46.77,32.06,6,5.2,141.25,7.23,6,2,9,UK,63.89
503,QuantumNetworks,Micro-mobility solution in the Mobility space,Mobility,Micro-mobility,Hybrid,Seed,8.86,131.8,117.06,7.81,19,1.9,81.39,6.56,4,8,4,Germany,52.79
504,ThetaAnalytics,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,B2C Subscription,Series B,54.17,633.55,790.45,11.08,116,4,160.09,11.19,10,6,3,India,47.6
505,NimbusMobility,Telemedicine solution in the HealthTech space,HealthTech,Telemedicine,B2B SaaS,Series A,13.5,242.33,304.19,6.76,56,7.7,111.71,4.27,9,1,8,Singapore,61.4
506,NimbusComms,Game Engines solution in the Gaming space,Gaming,Game Engines,Marketplace,Seed,8.38,153.13,164.97,33.51,28,6.6,109.74,11.63,9,5,7,Germany,50.05
507,BetaEdu,Esports solution in the Gaming space,Gaming,Esports,Hardware,Seed,11.82,170.71,227.22,14.99,23,1.4,68.82,2.24,9,1,9,Singapore,67.15
508,PioneerSystems,Identity solution in the Cybersecurity space,Cybersecurity,Identity,Freemium SaaS,Seed,6.59,154.83,76.23,35.34,25,6.2,25.86,13.07,6,1,1,Germany,48.32
509,NovaEnergy,Network Security solution in the Cybersecurity space,Cybersecurity,Network Security,Hybrid,Series B,54.74,661.5,842.93,1,115,6.2,118.99,10.49,3,9,5,Germany,57.69
510,SparkBiotech,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,Marketplace,Pre-Seed,4.13,13.01,0,16.14,11,4.9,190.44,6.16,7,4,7,Singapore,57.21
511,OmicronFoods,Autonomous Systems solution in the AI/ML space,AI/ML,Autonomous Systems,B2C Subscription,Series A,11.89,288.21,298.88,26.19,56,9.1,77.71,7.76,10,4,2,Canada,38.88
512,ApexNetworks,Carbon Capture solution in the CleanTech space,CleanTech,Carbon Capture,B2C Subscription,Series B,51.17,526.4,562.99,28.78,115,6.2,134.8,5.5,3,8,1,UK,44.07
513,EpsilonEdu,OT Security solution in the Cybersecurity space,Cybersecurity,OT Security,Hybrid,Series A,25.26,292.64,379.41,31.36,53,6.4,110.06,6.67,8,5,5,Israel,50.17
514,ApexSystems,Mobile Games solution in the Gaming space,Gaming,Mobile Games,Freemium SaaS,Pre-Seed,50.08,44.26,81.45,13.43,6,3.9,39.61,7.99,4,5,8,India,64.35
515,OmicronEnergy,Micro-mobility solution in the Mobility space,Mobility,Micro-mobility,Marketplace,Series A,9.16,258.48,377.39,27.93,58,5.7,196.04,9.75,5,6,1,Australia,47
516,SparkNetworks,Wearables solution in the HealthTech space,HealthTech,Wearables,Hybrid,Series A,15.47,272.23,327.77,22.87,49,6.3,135.37,2.84,9,3,5,Singapore,51.65
517,PioneerLabs,Autonomous Systems solution in the AI/ML space,AI/ML,Autonomous Systems,Hardware,Series A,5.61,289.48,223.8,-1.76,52,6,166.38,10.63,8,3,3,Singapore,50.18
518,GammaLabs,OT Security solution in the Cybersecurity space,Cybersecurity,OT Security,B2C Subscription,Seed,2.69,125.42,141.07,22.32,20,5.8,50.84,7.97,6,6,5,Canada,50.89
519,OmicronFoods,VR/AR Games solution in the Gaming space,Gaming,VR/AR Games,Marketplace,Series A,41.81,402.86,439.74,24.63,51,9,139.29,14.88,9,8,7,UK,45.39
520,EpsilonAnalytics,K-12 solution in the EdTech space,EdTech,K-12,Freemium SaaS,Seed,4.87,99.27,29.05,13.36,26,0.5,174.93,2.78,2,4,3,Australia,60.29
521,GammaGaming,Telemedicine solution in the HealthTech space,HealthTech,Telemedicine,Hybrid,Pre-Seed,5.69,87.03,110.91,0.14,7,4.3,102.01,14.85,7,9,2,India,42.48
522,GammaLogistics,D2C solution in the E-commerce space,E-commerce,D2C,Marketplace,Pre-Seed,8.86,15.36,15.71,15.63,12,0.7,26.98,8.88,5,8,3,UK,49.42
523,AlphaHealth,Vertical Farming solution in the Agritech space,Agritech,Vertical Farming,Freemium SaaS,Seed,15.88,216.23,258.63,25.05,11,0.5,181.52,4.49,6,8,8,Israel,58.39
524,EpsilonCloud,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,B2C Subscription,Series A,11.42,230.4,361.69,13.85,45,5.3,189.86,5.48,8,10,7,Israel,50.58
525,QuantumGaming,Ag Robotics solution in the Agritech space,Agritech,Ag Robotics,Hybrid,Pre-Seed,4,53.4,115.52,25.02,10,5.3,77.95,7.52,2,8,5,Singapore,55.39
526,EpsilonRobotics,Cloud Security solution in the Cybersecurity space,Cybersecurity,Cloud Security,B2B SaaS,Pre-Seed,7.32,87.45,182.41,12.65,4,0.7,45.91,12.15,3,6,5,Brazil,62.56
527,NimbusGaming,Precision Farming solution in the Agritech space,Agritech,Precision Farming,Marketplace,Pre-Seed,5.94,49.29,66.63,20.98,11,2.6,158.92,4.43,7,5,10,Germany,63.47
528,ThetaFinance,InsurTech solution in the FinTech space,FinTech,InsurTech,Hybrid,Seed,4.36,151.69,161.65,29.08,28,4.2,16.93,5.25,4,3,7,Australia,62.74
529,GammaFinance,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,Freemium SaaS,Pre-Seed,13.43,66.28,193.33,11.48,8,0.5,105.32,9.61,10,5,5,Israel,54.79
530,ThetaLabs,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,B2C Subscription,Pre-Seed,4.31,5.93,77.32,10.08,8,2.9,17.54,13.46,2,8,10,Brazil,68.96
531,ThetaBiotech,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,B2B SaaS,Pre-Seed,8.8,27.68,23.18,23.68,9,5.1,91.88,5.92,9,1,3,India,49.81
532,EpsilonFoods,Social Commerce solution in the E-commerce space,E-commerce,Social Commerce,Freemium SaaS,Pre-Seed,4.6,101.47,104.92,11.54,9,5.9,27.55,8.98,2,3,1,Brazil,54.02
533,VertexRobotics,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,Hardware,Series C,47.45,1019.97,1241.98,20.04,238,6.6,41.53,6.83,8,1,6,India,63.21
534,OmicronLogistics,K-12 solution in the EdTech space,EdTech,K-12,B2B SaaS,Seed,4.93,189.24,227.76,17.75,20,2.1,164.04,4.23,3,4,5,Australia,62.31
535,LambdaLogistics,Payments solution in the FinTech space,FinTech,Payments,Hardware,Pre-Seed,11.94,97.9,207.86,25.06,8,7.2,159.24,8.43,1,4,8,India,68.89
536,NimbusLogistics,Vertical Farming solution in the Agritech space,Agritech,Vertical Farming,Freemium SaaS,Series C,42.62,984.98,1207.49,23.77,273,5.6,172.08,3.15,6,3,1,Israel,53.6
537,OmicronGaming,Precision Farming solution in the Agritech space,Agritech,Precision Farming,Freemium SaaS,Seed,5.36,140.79,141.6,13.25,19,2.4,60.64,9.44,6,1,4,India,59.4
538,NovaTech,Carbon Capture solution in the CleanTech space,CleanTech,Carbon Capture,B2C Subscription,Series A,14.57,201.27,204.07,19.61,56,6.6,149.4,3.98,10,2,7,Germany,54.17
539,CoreGaming,Payments solution in the FinTech space,FinTech,Payments,Freemium SaaS,Series A,15.03,256.56,277.62,22.34,36,6.7,52.13,9.22,6,2,4,UK,54.37
540,SparkBiotech,EV solution in the Mobility space,Mobility,EV,Freemium SaaS,Pre-Seed,16.03,155.72,205.62,25.15,5,3.2,16.4,12.27,6,3,9,India,66.08
541,LambdaBiotech,Language Learning solution in the EdTech space,EdTech,Language Learning,Hybrid,Series A,34.53,246.02,309.07,28.57,55,8.2,60.35,9.43,6,8,4,USA,44.88
542,EpsilonAI,Cloud Security solution in the Cybersecurity space,Cybersecurity,Cloud Security,B2B SaaS,Seed,4.86,65.65,148.41,16.15,21,0.5,180.85,3.28,8,9,5,Israel,49.99
543,CoreSolutions,Ride-sharing solution in the Mobility space,Mobility,Ride-sharing,Hybrid,Seed,13.62,50.98,75.38,22.58,19,1,59.66,12.04,8,5,10,Israel,63.22
544,OrbitDynamics,K-12 solution in the EdTech space,EdTech,K-12,Hardware,Seed,5.6,195.36,162.63,17.4,24,2.7,46.27,14.13,5,9,6,Brazil,52.24
545,ZetaTech,WealthTech solution in the FinTech space,FinTech,WealthTech,Hybrid,Series B,24.84,577.44,725.65,15.93,142,6.4,172.65,8.2,10,4,6,India,54.05
546,ThetaEdu,Supply Chain solution in the Agritech space,Agritech,Supply Chain,Freemium SaaS,Seed,3.41,19.52,0,1.84,13,5.1,91.02,12.88,9,3,10,Canada,62.99
547,NovaSystems,Autonomous Systems solution in the AI/ML space,AI/ML,Autonomous Systems,B2B SaaS,Seed,3.31,51.19,46.58,16.99,17,4.9,66.99,3.47,2,1,3,UK,61.13
548,DeltaGaming,Lending solution in the FinTech space,FinTech,Lending,B2C Subscription,Pre-Seed,5.79,66.83,125.94,17.48,8,1.6,146.39,13.37,10,7,8,Israel,54.33
549,BetaEnergy,Game Engines solution in the Gaming space,Gaming,Game Engines,B2C Subscription,Series A,22.97,358.11,402.75,23.95,48,2.4,192.4,6.07,2,1,4,Brazil,65.64
550,BetaEnergy,Biotech solution in the HealthTech space,HealthTech,Biotech,Hybrid,Series A,16.12,303.09,317.33,13.1,49,3,148.42,7.54,7,6,1,Netherlands,44.37
551,GammaRobotics,Marketplace solution in the E-commerce space,E-commerce,Marketplace,B2B SaaS,Series B,20.21,543.72,597.65,14.32,134,11.1,195.1,14.56,9,2,2,Germany,44.36
552,ThetaNetworks,Supply Chain solution in the Agritech space,Agritech,Supply Chain,Hybrid,Series A,3.32,330.44,368.67,9.14,54,4.8,186.45,3.16,10,3,9,Israel,60.13
553,CoreEnergy,Network Security solution in the Cybersecurity space,Cybersecurity,Network Security,Freemium SaaS,Seed,14.5,101.16,188.94,4.87,27,1.3,120.6,2.93,7,2,3,UK,58.67
554,OrbitBiotech,Supply Chain solution in the Agritech space,Agritech,Supply Chain,Freemium SaaS,Pre-Seed,1.29,55.14,73.64,5.89,8,5.6,37.57,9.51,10,8,6,Singapore,45.77
555,QuantumFinance,Ag Robotics solution in the Agritech space,Agritech,Ag Robotics,Freemium SaaS,Seed,7.41,129.62,165.95,12.77,18,1.3,39.84,11.99,6,10,4,Netherlands,47.84
556,ApexCloud,Vertical Farming solution in the Agritech space,Agritech,Vertical Farming,Freemium SaaS,Seed,5.89,143.91,134.18,13.66,19,1.9,186.48,4.69,8,8,7,USA,52.21
557,SparkTech,InsurTech solution in the FinTech space,FinTech,InsurTech,Hybrid,Pre-Seed,3.37,30.19,0,27.78,7,1.1,41.52,2.49,5,1,5,Germany,62.4
558,AlphaAI,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,Hybrid,Seed,5.27,34.29,80.82,24.19,20,4.7,195.62,4.61,10,10,3,India,36.45
559,QuantumDynamics,WealthTech solution in the FinTech space,FinTech,WealthTech,B2C Subscription,Seed,4.23,52.3,42,8.74,27,5.4,11.6,4.73,10,4,4,Canada,47.08
560,CoreLogistics,Marketplace solution in the E-commerce space,E-commerce,Marketplace,Hybrid,Series B,48.89,699.96,896.95,13.98,125,5,128.35,6.17,2,6,8,UK,69.76
561,SparkRobotics,EV solution in the Mobility space,Mobility,EV,B2B SaaS,Series A,17.75,256.95,209.38,12.31,56,7.9,173.7,10.75,10,7,2,USA,36.34
562,VertexFinance,MLOps solution in the AI/ML space,AI/ML,MLOps,B2B SaaS,Series B,34.25,604.3,695.8,9.68,111,6.8,5.98,11.79,4,10,1,Australia,42.68
563,OrbitHealth,InsurTech solution in the FinTech space,FinTech,InsurTech,Marketplace,Seed,0.91,35.47,73.55,-1.31,22,4.1,81.14,14.4,3,6,9,Germany,67.7
564,ApexFoods,K-12 solution in the EdTech space,EdTech,K-12,Hybrid,Series A,32.41,231.31,325.94,29.07,49,3.6,121.13,2.79,2,4,7,Canada,67.23
565,EpsilonBiotech,Identity solution in the Cybersecurity space,Cybersecurity,Identity,B2B SaaS,Seed,19.42,0,79.06,15.93,20,4.6,62.04,7.58,1,9,7,Canada,61.33
566,OrbitFinance,Biotech solution in the HealthTech space,HealthTech,Biotech,Freemium SaaS,Pre-Seed,9.31,0,0,12.13,7,2.4,38.98,12.81,3,8,9,Germany,63.49
567,CoreNetworks,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,Hybrid,Series A,11.61,361.2,464.15,-7.55,43,4.8,39.92,8.56,9,4,4,India,53.74
568,NovaComms,Subscription Box solution in the E-commerce space,E-commerce,Subscription Box,B2B SaaS,Pre-Seed,14.73,30.84,64.09,17.8,10,2.7,134.01,5.7,7,7,6,Singapore,53.19
569,QuantumMobility,Battery Storage solution in the CleanTech space,CleanTech,Battery Storage,Freemium SaaS,Pre-Seed,28.54,133.5,221.4,18.02,10,6.1,106.4,14.09,5,3,6,Netherlands,61.26
570,PioneerHealth,Ride-sharing solution in the Mobility space,Mobility,Ride-sharing,B2C Subscription,Pre-Seed,7.18,0,0,22.1,9,3.5,100.52,4.01,6,3,2,India,50.66
571,SparkDynamics,Lending solution in the FinTech space,FinTech,Lending,Marketplace,Pre-Seed,5.04,0,98.79,9.16,8,2.7,130.32,2.24,2,5,8,Brazil,70.52
572,ThetaCloud,InsurTech solution in the FinTech space,FinTech,InsurTech,B2C Subscription,Pre-Seed,0.83,109.31,208.19,14.47,7,3.5,48.85,13.57,9,5,9,Brazil,60.89
573,AlphaLogistics,Esports solution in the Gaming space,Gaming,Esports,Hybrid,Series B,59.78,622.95,738.13,13.96,135,6.8,82.79,4.49,9,1,5,UK,56.96
574,ThetaMobility,InsurTech solution in the FinTech space,FinTech,InsurTech,Marketplace,Pre-Seed,8.82,94.93,115.8,26.6,7,7.5,66.25,14.29,1,2,7,Canada,66.84
575,AlphaRobotics,Vision solution in the AI/ML space,AI/ML,Vision,Freemium SaaS,Seed,5.72,11.03,0,24.77,20,4.7,134.47,3.64,7,9,2,Singapore,39
576,ZetaNetworks,EV solution in the Mobility space,Mobility,EV,Hybrid,Series C,116.98,962.98,1198.82,16.51,262,6.6,89.72,10.03,9,1,1,Germany,52.47
577,NovaGaming,Ag Robotics solution in the Agritech space,Agritech,Ag Robotics,Hardware,Series A,15.31,311.58,413.22,9.4,50,7.5,146.52,7.34,1,6,6,Singapore,62.98
578,OrbitAI,D2C solution in the E-commerce space,E-commerce,D2C,B2B SaaS,Series A,4.98,372.39,493.8,13.24,59,6.2,53.96,5.14,7,1,9,Canada,68.67
579,NovaLogistics,Wind solution in the CleanTech space,CleanTech,Wind,Freemium SaaS,Pre-Seed,16.58,47.78,126.26,13.28,8,2.5,184.6,9.7,7,9,10,Germany,60.15
580,CoreDynamics,Identity solution in the Cybersecurity space,Cybersecurity,Identity,Hardware,Series C,97.55,1001.92,1082.89,26.8,249,10.1,36.93,12.57,10,6,8,Israel,49.17
581,EpsilonComms,Workforce Upskilling solution in the EdTech space,EdTech,Workforce Upskilling,Hybrid,Series A,8.44,306.14,359.92,20.09,41,4.8,82.51,6.98,4,3,5,Israel,60.5
582,EpsilonComms,Language Learning solution in the EdTech space,EdTech,Language Learning,B2C Subscription,Seed,4.09,89.45,178.53,14.64,20,2.5,123.11,9.35,9,9,2,UK,41.33
583,AlphaBiotech,NLP solution in the AI/ML space,AI/ML,NLP,Hardware,Series C,68.6,1007,1181.23,11.23,241,5.7,89.59,2.6,5,8,5,UK,55.33
584,EpsilonSolutions,Solar solution in the CleanTech space,CleanTech,Solar,B2B SaaS,Series A,19.68,199.03,266.28,38.52,59,4.9,87.94,12.65,10,10,5,Netherlands,39.49
585,SparkAnalytics,Esports solution in the Gaming space,Gaming,Esports,B2C Subscription,Series A,4.75,313.36,382.46,11.54,59,6.7,183.04,5.45,6,2,8,UK,64.89
586,QuantumSolutions,Supply Chain solution in the Agritech space,Agritech,Supply Chain,Hardware,Seed,9.54,85.75,135,13.73,19,4.1,39.7,10.71,3,3,4,Germany,61.03
587,AlphaAI,WealthTech solution in the FinTech space,FinTech,WealthTech,Hardware,Pre-Seed,5.72,0,0,8.94,6,5.2,114.92,2.7,4,4,2,UK,52.21
588,NovaFoods,Autonomous Vehicles solution in the Mobility space,Mobility,Autonomous Vehicles,B2C Subscription,Seed,22.87,116.92,90.68,20.2,21,1.1,189.79,12.95,1,10,7,Singapore,59.66
